Categoria;EAN;Marca;Producto;Precio;Supermercado;Enlace;Imagen;Archivo_Imagen
Congelados y Helados;"=""7804660840623""";Sin Marca;Camarón Torpedo Apanado Seagarden 500Gr;7495;Eltit;https://super.eltit.cl/products/cong-camaron-500gr-sea-apan;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d6e1d53f/1015400-7804660840623.JPG;7804660840623.jpg
Carnicería y Fiambrería;"=""7804660840630""";Sin Marca;Camarón Envuelto En Masa Filo Seagarden 200Gr;4495;Eltit;https://super.eltit.cl/products/cong-camaron-200gr-sea-masa-filo;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7ea014a3/1015335-7804660840630.JPG;7804660840630.jpg
Carnicería y Fiambrería;"=""7804660840654""";Sin Marca;Congelados Ostión Sin Coral Sea Garden 200Gr;2990;Eltit;https://super.eltit.cl/products/cong-ostion-200gr-sea-sin-coral;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/87773127/994879-ostiones_sin_coral.jpg;7804660840654.jpg
Congelados y Helados;"=""7804660840661""";Sin Marca;Almejas Seagarden 200Gr;1399;Eltit;https://super.eltit.cl/products/congelado-almeja-200gr-seagarden;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f2d508f7/1015403-7804660840661.JPG;7804660840661.jpg
Congelados y Helados;"=""7804660840692""";Sin Marca;Camarones Cocidos Small Seagarden 500Gr;4495;Eltit;https://super.eltit.cl/products/cong-camaron-500gr-sea-small;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/24100232/1015436-7804660840692.JPG;7804660840692.jpg
Congelados y Helados;"=""7804660840708""";Sin Marca;Surtido De Mariscos Seagarden 500Gr;2990;Eltit;https://super.eltit.cl/products/cong-surtido-mariscos-500gr-sea;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/466e7522/1015445-7804660840708.JPG;7804660840708.jpg
Carnicería y Fiambrería;"=""7804660840722""";Sin Marca;Ostiones Con Coral Seagarden 200Gr;4495;Eltit;https://super.eltit.cl/products/cong-ostion-200gr-sea-con-coral;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cd3fe112/1015402-7804660840722.JPG;7804660840722.jpg
Congelados y Helados;"=""7804660840753""";Sin Marca;Atún Steak Seagarden 350Gr;6495;Eltit;https://super.eltit.cl/products/cong-atun-steak-350gr-seagarden;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/78697a8c/1015424-7804660840753.JPG;7804660840753.jpg
Congelados;"=""7804660840791""";Cugat;Surtido De Mariscos C/Ostión Eco 1Kg;6490;Cugat;https://cugat.cl/producto/surtido-de-mariscos-c-ostion-eco-1kg/;https://cugat.cl/wp-content/uploads/2025/04/cugat.cl-surtido-de-mariscos-costion-eco-1kg-1-247x296.jpg;7804660840791.jpg
Frutas y Verduras;"=""7804661490124""";Sin Marca;Cranberries Koe 150Gr;1990;Eltit;https://super.eltit.cl/products/cranberries-koe-150gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ff47164e/928276-Cranberries_.jpg;7804661490124.jpg
Frutas y Verduras;"=""7804661490179""";Sin Marca;Damasco Turco Koe 160Gr;1595;Eltit;https://super.eltit.cl/products/damasco-turco-160gr-koe-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/83b1cc56/928273-Koe_.jpg;7804661490179.jpg
Despensa;"=""7804661490285""";Sin Marca;Jarabe De Agave Orgánico Koe 330Gr;3990;Eltit;https://super.eltit.cl/products/jarabe-agave-330gr-koe;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c117ec0b/1007244-7804661490285.JPG;7804661490285.jpg
Despensa;"=""7804661490360""";Sin Marca;Harina De Coco Koe 150Gr;1099;Eltit;https://super.eltit.cl/products/harina-coco-150gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8c6c2d64/1007297-7804661490360.JPG;7804661490360.jpg
Despensa;"=""7804661490414""";Sin Marca;Aceite De Coco Orgánico Extra Virgen Koe 500Gr;7990;Eltit;https://super.eltit.cl/products/aceite-coco-organico-koe-500gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5841d359/1007229-7804661490414.JPG;7804661490414.jpg
Despensa;"=""7804661490438""";Sin Marca;Crema Coco Orgánica Koe 400Ml;2990;Eltit;https://super.eltit.cl/products/crema-coco-organica-400ml-koe;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/59a3df5f/1007225-7804661490438.JPG;7804661490438.jpg
Despensa;"=""7804661490551""";Sin Marca;Moringa Koe 100Gr;3690;Eltit;https://super.eltit.cl/products/moringa-koe-100gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d63e8ee3/928008-Moringa_.jpg;7804661490551.jpg
Despensa;"=""7804661490674""";Sin Marca;Vinagre De Manzana Orgánico Koe 500Ml;3990;Eltit;https://super.eltit.cl/products/vinagre-manzana-koe-500ml-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4f9b6698/1007042-7804661490674.JPG;7804661490674.jpg
Despensa;"=""7804661490766""";Sin Marca;Te Matcha Organico Koe 100Gr;7190;Eltit;https://super.eltit.cl/products/te-matcha-organico-koe-100gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/55cfa955/1017656-te_matcha_koe.jpg;7804661490766.jpg
Frutas y Verduras;"=""7804661490919""";Sin Marca;Maíz Gigante Salado Koe 100Gr;2200;Eltit;https://super.eltit.cl/products/big-corn-100gr-maiz-gigante-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b89d2e78/950650-fdkjvf.jpg;7804661490919.jpg
Congelados y Helados;"=""7804661670007""";Sin Marca;Yogen Fruz Frambuesa 800Ml;6990;Eltit;https://super.eltit.cl/products/yogen-fruz-frambuesa-800ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4c0ea983/972639-GDRGDG.jpg;7804661670007.jpg
Congelados y Helados;"=""7804661670403""";Sin Marca;Helado Chirimoya Alegre Yogen Fruz 800Ml;6990;Eltit;https://super.eltit.cl/products/yogen-fruz-chirimoya-alegre-800ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9acd052d/1056736-7804661670403.JPG;7804661670403.jpg
Congelados y Helados;"=""7804662140356""";Sin Marca;Frambuesa Postre Cuk 1.3Kg;17990;Eltit;https://super.eltit.cl/products/frambuesa-postre-cuk-1-3kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1afea8f4/912164-7804662140356_suspiro_frambuesa.jpg;7804662140356.jpg
Congelados y Helados;"=""7804662140752""";Sin Marca;Suspiro Limeño Postre Cuk 1.3Kg;17990;Eltit;https://super.eltit.cl/products/suspiro-limeno-postre-cuk-1-3kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/504631cb/912152-7804662140752_suspiro_lime%C3%B1o_de_limon_.jpg;7804662140752.jpg
Congelados y Helados;"=""7804662141056""";Sin Marca;Suspiro Chocolate Postre Cuk 140Gr;2990;Eltit;https://super.eltit.cl/products/suspiro-chocolate-postre-cuk-140gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d09785d8/912204-WhatsApp_Image_2023-12-04_at_3.59.31_PM.jpg;7804662141056.jpg
Frutas y Verduras;"=""7804662381278""";Sin Marca;Limon Sutil Malla 500Gr Bagno;1990;Eltit;https://super.eltit.cl/products/limon-sutil-malla-500gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/697393f1/1066684-limon_sutil_500gr.jpg;7804662381278.jpg
Bebidas y Licores;"=""7804664490015""";Sin Marca;Jarabe Granadina In 645Ml;3990;Eltit;https://super.eltit.cl/products/granadina-in-750ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/977306c4/856084-Granadina-In_nuevo-formato-1.jpg;7804664490015.jpg
Bazar y Librería;"=""7804664490053""";Sin Marca;Cola De Mono Mackenna 645Ml;3990;Eltit;https://super.eltit.cl/products/cola-mono-mackenna-645ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e97275e3/911467-Cola_de_mono_makena_.JPG;7804664490053.jpg
Bebidas y Licores;"=""7804665210025""";Sin Marca;Jugo Manzana Jengibre Limón 09 Bless 1Lt;3990;Eltit;https://super.eltit.cl/products/j-bless-1lt-09-limon-man-jen-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/dc1419ce/1067841-09.JPG;7804665210025.jpg
Bebidas y Licores;"=""7804665210087""";Sin Marca;Jugo Pepino, Espirulina, Manzana, Piña Y Jengibre 45 Bless 300Ml;1990;Eltit;https://super.eltit.cl/products/j-bless-300ml-45-pepino;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fd2e3163/1067991-45.JPG;7804665210087.jpg
Bebidas y Licores;"=""7804665210278""";Sin Marca;Agua Gasificada Ginger Maracuyá Jengibre Bless 310Ml;1795;Eltit;https://super.eltit.cl/products/ginger-maracuya-bless-310ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a23284fa/972446-njknknl.jpg;7804665210278.jpg
Bebidas y Licores;"=""7804665210285""";Sin Marca;Agua Gasificada Ginger Limón Bless 310Ml;1795;Eltit;https://super.eltit.cl/products/ginger-bless-310ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5f3c40c3/972445-NFVBZSJJFC.jpg;7804665210285.jpg
Bebidas y Licores;"=""7804665210308""";Sin Marca;Agua Gasificada Ginger Pepino Bless 310Ml;1795;Eltit;https://super.eltit.cl/products/ginger-bless-pepino-310ml-45;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7779cf92/1075665-jugo_bless.jpg;7804665210308.jpg
Bebidas y Licores;"=""7804665880341""";Sin Marca;Soda Mandarina Granada Corteza Jesuita 269Ml;1690;Eltit;https://super.eltit.cl/products/soda-mandarina-granada-corteza-jesuita-269ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0a4b8a20/1071387-mandarina_granada.JPG;7804665880341.jpg
Bebidas y Licores;"=""7804665880358""";Sin Marca;Soda Pomelo Rosado Corteza Jesuita 269Ml;1690;Eltit;https://super.eltit.cl/products/soda-pomelo-rosado-corteza-jesuita-269ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fb5c1ddc/1071388-pomelo_rosado.JPG;7804665880358.jpg
Bebidas y Licores;"=""7804665880488""";Sin Marca;Cóctel Moscow Mule Sin Alcohol Guerrilla 269Ml;2490;Eltit;https://super.eltit.cl/products/coctel-moscow-mule-sin-alcohol-guerrilla-269ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8dd8cc41/1071390-moscow_mule.JPG;7804665880488.jpg
Bebidas y Licores;"=""7804665880495""";Sin Marca;Cóctel Paloma Sin Alcohol Guerrilla 269Ml;2490;Eltit;https://super.eltit.cl/products/coctel-paloma-sin-alcohol-guerrilla-269ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f86e81ba/1071389-Paloma.JPG;7804665880495.jpg
Snacks y Galletas;"=""7804666510667""";Sin Marca;Popcorn Mantequilla Microonda 91Gr;1499;Eltit;https://super.eltit.cl/products/popcorn-microonda-91gr-mant;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c3f2d6ad/1001908-popcorn_mantequilla.jpg;7804666510667.jpg
Snacks y Galletas;"=""7804666510940""";Sin Marca;Popcorn Dulce Microonda 91Gr;1499;Eltit;https://super.eltit.cl/products/popcorn-microonda-91gr-dulce;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/58ee66c8/1001907-pop_corn_rosado.jpg;7804666510940.jpg
Snacks y Galletas;"=""7804666511626""";Sin Marca;Popcorn Listo Caramelo Holy 140Gr;1499;Eltit;https://super.eltit.cl/products/popcorn-listo-caramelo-holy-140gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cc07d336/986660-Pop_con_Holy_caramelo.JPG;7804666511626.jpg
Snacks y Galletas;"=""7804666810064""";Sin Marca;Nat Crackers Cramberry 80Gr;1990;Eltit;https://super.eltit.cl/products/nat-crackers-cramberry-80gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aeb92c94/986313-NAT_cranberry.JPG;7804666810064.jpg
Snacks y Galletas;"=""7804666810088""";Sin Marca;Nat Crackers Datil Y Almendras 80Gr;1990;Eltit;https://super.eltit.cl/products/nat-crackers-datil-y-almendras80gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d4462125/986318-Nat_datiles_y_almendras.JPG;7804666810088.jpg
Snacks y Galletas;"=""7804666810095""";Sin Marca;Nat Crackers Pistacho Y Romero 80Gr;1990;Eltit;https://super.eltit.cl/products/nat-crackers-pistacho-y-romero-80gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0b1b5c85/986321-Nat_pistacho_y_romero.JPG;7804666810095.jpg
Snacks y Galletas;"=""7804667280019""";Sin Marca;Palmeritas Dulcedía 150Gr;1299;Eltit;https://super.eltit.cl/products/gall-palmeritas-150gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/806c6da4/1007926-7804667280019.JPG;7804667280019.jpg
Snacks y Galletas;"=""7804667280330""";Sin Marca;Turrón Andino Maní Dulcedía 90Gr;599;Eltit;https://super.eltit.cl/products/turron-andino-mani-dulcedia-90gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/572ddcb5/1081168-Turron_Andino_Mani_Dulced%C3%ADa_90Gr.JPG;7804667280330.jpg
Snacks y Galletas;"=""7804667280347""";Sin Marca;Turrón Andino Maní Dulcedía 210Gr;1399;Eltit;https://super.eltit.cl/products/turron-andino-mani-dulcedia-210gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b1d19d16/1081160-Turron_Andino_Mani_Dulced%C3%ADa.JPG;7804667280347.jpg
Despensa;"=""7804668140008""";Sin Marca;My Food Mezcla Pan Casero 1Kg;5450;Eltit;https://super.eltit.cl/products/my-food-mezcla-1kg-pan-casero;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/6e454989/858384-mezcla-lista-para-pan-casero.jpg;7804668140008.jpg
Despensa;"=""7804668140015""";Sin Marca;My Food Mezcla Empanada 1Kg;4190;Eltit;https://super.eltit.cl/products/my-food-mezcla-1kg-empanada;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fe75eb70/908493-my_food_empana_casera_.jpg;7804668140015.jpg
Despensa;"=""7804668140022""";Sin Marca;My Food Mezcla Pizza Integral 1Kg;5990;Eltit;https://super.eltit.cl/products/my-food-mezcla-1kg-pizza-integral;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f8ce5c46/859111-MEZCLA-PIZZA-INTEGRAL-MY-FOODS-1-KG-600x600-1.jpg;7804668140022.jpg
Despensa;"=""7804668140046""";Sin Marca;My Foods Mezcla Sopaipilla 1Kg;5990;Eltit;https://super.eltit.cl/products/my-food-mezcla-1kg-sopaipilla;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/776a842f/858791-668485-0001-5041784275_20210729_133819_0000.jpg;7804668140046.jpg
Bebidas Alcohólicas;"=""7804668423484""";Cugat;Vino Majestad Reservado Tinto Cabernet Sauvignon 750Cc;2190;Cugat;https://cugat.cl/producto/vino-majestad-tinto-cabernet-sauv-750-cc/;https://cugat.cl/wp-content/uploads/2021/08/cugat.cl-vino-tinto-cabernet-sauvignon-reservado-majestad-750-cc-247x296.png;7804668423484.jpg
Bebidas Alcohólicas;"=""7804668423491""";Cugat;Vino Majestad Tinto Merlot Reservado 12.5°, 750Cc.;2190;Cugat;https://cugat.cl/producto/vino-majestad-merlot-reservado-750-cc/;https://cugat.cl/wp-content/uploads/2021/08/cugat.cl-vino-tinto-merlot-reservado-majestad-12-5-750cc-247x296.png;7804668423491.jpg
Aseo y Limpieza;"=""7804668470006""";Cugat;Detergente Liquido Valor 5 Lt;3990;Cugat;https://cugat.cl/producto/detergente-liquido-valor-5-lt/;https://cugat.cl/wp-content/uploads/2021/04/cugat.cl-detergente-liquido-valor-5-lt-247x296.jpg;7804668470006.jpg
Frutas y Verduras;"=""7804668570133""";Sin Marca;Zanahoria 1Kg;1190;Eltit;https://super.eltit.cl/products/bolsa-zanahoria-1kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/796ca3ab/882277-zanahoria_.jpg;7804668570133.jpg
Frutas y Verduras;"=""7804668890002""";Sin Marca;Apio Paquete Hortinorte;1990;Eltit;https://super.eltit.cl/products/apio-mata-hortinorte-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4b82b002/926282-apio_%281%29.JPG;7804668890002.jpg
Frutas y Verduras;"=""7804668890040""";Cugat;Lechuga Escarola Hortinorte Unidad.;1190;Cugat;https://cugat.cl/producto/lechuga-escarola-hortinorte-und/;https://cugat.cl/wp-content/uploads/2021/04/cugat.cl-lechuga-escarola-und-247x296.jpg;7804668890040.jpg
Lácteos y Quesos;"=""7804668960071""";Sin Marca;Queso De Cabra Especiado Con Orégano 200Gr;5495;Eltit;https://super.eltit.cl/products/queso-de-cabra-especiado-con-oregano-200gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d5a6bcd9/968736-dgdhdcb.jpg;7804668960071.jpg
Lácteos y Quesos;"=""7804668960118""";Sin Marca;Queso De Cabra Suave Con Merkén 200Gr;5495;Eltit;https://super.eltit.cl/products/queso-de-cabra-suave-con-merken-200gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aed2ad34/968737-dgdgdb.jpg;7804668960118.jpg
Lácteos y Quesos;"=""7804668960170""";Sin Marca;Queso De Cabra Para Untar Con Ciboulette 150Gr;4490;Eltit;https://super.eltit.cl/products/queso-de-cabra-para-untar-150gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2031a750/968730-hdrgsh.jpg;7804668960170.jpg
Lácteos y Quesos;"=""7804668960200""";Sin Marca;Queso Cabra Merkén Callaqui 150Gr;4490;Eltit;https://super.eltit.cl/products/queso-cabra-sabor-merken-callaqui-150grs;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/479206bc/873746-Callaqui_queso_cabra__merken.jpg;7804668960200.jpg
Lácteos y Quesos;"=""7804669360009""";Sin Marca;Queso De Cabra Feta Callaqui 200Gr;5990;Eltit;https://super.eltit.cl/products/queso-de-cabra-feta-callaqui-200gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b6d96055/968725-gdttsed.jpg;7804669360009.jpg
Mundo Bebé;"=""7804670490009""";Cugat;Toallitas Húmedas Care Up 80 Und;1690;Cugat;https://cugat.cl/producto/toallitas-humedas-fresh-up-80-und/;https://cugat.cl/wp-content/uploads/2021/07/cugat.cl-toallitas-humedas-fresh-up-80-und-247x296.png;7804670490009.jpg
Mundo Bebé;"=""7804670490016""";Cugat;Toallitas Húmedas Care Up 50 Und;1090;Cugat;https://cugat.cl/producto/toallitas-humedas-fresh-up-50-und/;https://cugat.cl/wp-content/uploads/2021/06/cugat.cl-toallitas-humedas-fresh-up-50-und-247x296.png;7804670490016.jpg
Cuidado Personal;"=""7804670490276""";Sin Marca;Crema Dental Extra Flúor Triple Acción Menta Fresh Up 150Gr;1390;Eltit;https://super.eltit.cl/products/crema-dental-fresh-up-triple-accion-menta-150-grs;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1fe6632a/922980-Pasta_Fresh_Up_130grs_uno.png;7804670490276.jpg
Niños y Mundo Bebé;"=""7804670490351""";Sin Marca;Toallitas Húmedas Care Up 45U;890;Eltit;https://super.eltit.cl/products/toalla-humeda-fresh-up-45u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/df9b3e41/935402-HDUGDF.jpg;7804670490351.jpg
Cuidado Personal;"=""7804670490474""";Sin Marca;Sabanillas Care Up 8 Unidades;5290;Eltit;https://super.eltit.cl/products/sabanilla-care-up-8u-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8bfe421e/1000206-gjgvm_%281%29.jpg;7804670490474.jpg
Cuidado Personal;"=""7804670490498""";Sin Marca;Toallas Húmedas Adulto Care Up 60 Unidades;3590;Eltit;https://super.eltit.cl/products/toallas-humedas-adulto-care-up-60-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2ed9f7fd/971278-fsg.jpg;7804670490498.jpg
Aseo y Limpieza;"=""7804670490528""";Sin Marca;Pañuelos Desechables Care Up 90 Unidades;2690;Eltit;https://super.eltit.cl/products/panuelos-desechables-care-up-90-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5b2d176f/971276-dgd.jpg;7804670490528.jpg
Cuidado Personal;"=""7804670490542""";Sin Marca;Tampon Care Up Super 8U;2490;Eltit;https://super.eltit.cl/products/tampon-care-up-super-8u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fd2daac0/1017613-tampon_care_up.jpg;7804670490542.jpg
Aseo y Limpieza;"=""7804670690164""";Cugat;Toalla De Papel Tecnopapel Super Economica 80 Mts. 2 Unid.;4690;Cugat;https://cugat.cl/producto/toalla-de-papel-tecnopapel-super-economica-2-und/;https://cugat.cl/wp-content/uploads/2021/09/7804670690164-247x296.png;7804670690164.jpg
Aseo y Limpieza;"=""7804670690270""";Cugat;Toalla De Papel Regio Clásica 12,5Mt. 3 Unidades;1290;Cugat;https://cugat.cl/producto/toalla-de-papel-regio-clasica-3-und/;https://cugat.cl/wp-content/uploads/2021/04/7804670690270-2-247x296.jpg;7804670690270.jpg
Aseo y Limpieza;"=""7804670690553""";Cugat;Servilletas Cocktail Regio 24 Cm 300 Und;1790;Cugat;https://cugat.cl/producto/servilletas-cocktail-regio-24-cm-300-und/;https://cugat.cl/wp-content/uploads/2021/07/cugat.cl-servilletas-cocktail-regio-24-cm-300-und-247x296.png;7804670690553.jpg
Aseo y Limpieza;"=""7804670690638""";Cugat;Papel Higiénico Doble Hoja Regio 30Mt, 4 Und;2290;Cugat;https://cugat.cl/producto/papel-higienico-doble-hoja-regio-4-und/;https://cugat.cl/wp-content/uploads/2021/07/cugat.cl-papel-higienico-doble-hoja-regio-4-und-247x296.png;7804670690638.jpg
Bebidas y Licores;"=""7804671160062""";Sin Marca;Sour Menta Jengibre La Pizka 1Lt;15990;Eltit;https://super.eltit.cl/products/sour-menta-jengibre-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/25e82011/973432-gvdg.jpg;7804671160062.jpg
Bebidas y Licores;"=""7804671160079""";Sin Marca;Pisco Sour Maracuyá La Pizka 1Lt;15990;Eltit;https://super.eltit.cl/products/pisco-sour-maracuya-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0ea6b060/973361-sgfdxfg.jpg;7804671160079.jpg
Bebidas y Licores;"=""7804671160086""";Sin Marca;Pisco Sour Sin Azúcar La Pizka 1Lt;17990;Eltit;https://super.eltit.cl/products/pisco-sour-sin-azucar-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7686d17d/973354-gbzsfxdv.jpg;7804671160086.jpg
Bebidas y Licores;"=""7804671160093""";Sin Marca;Sour Clásico La Pizka 1Lt;15990;Eltit;https://super.eltit.cl/products/sour-clasico-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5eb6b050/973436-fsdvx.jpg;7804671160093.jpg
Bebidas y Licores;"=""7804671160154""";Sin Marca;Piña Colada La Pizka 350Ml;7990;Eltit;https://super.eltit.cl/products/pina-colada-la-pizca-350ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/40931152/973411-rgert.jpg;7804671160154.jpg
Bebidas y Licores;"=""7804671160161""";Sin Marca;Moscow Mule La Pizka 350Ml;7990;Eltit;https://super.eltit.cl/products/moscow-mule-la-pizca-350ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/512beec5/973372-hfhsrfh.jpg;7804671160161.jpg
Bebidas y Licores;"=""7804671160185""";Sin Marca;Cosmopolitan La Pizka 350Ml;7990;Eltit;https://super.eltit.cl/products/cosmopolitan-la-pizca-350ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3edbfb2a/973397-zsdrfgzsg.jpg;7804671160185.jpg
Bebidas y Licores;"=""7804671160208""";Sin Marca;Sour Chardonnay La Pizka 1Lt;15990;Eltit;https://super.eltit.cl/products/sour-chardonnay-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/94868d79/973415-dvfsxv.jpg;7804671160208.jpg
Bebidas y Licores;"=""7804671160314""";Sin Marca;Cola De Mono La Pizca 1Lt;14990;Eltit;https://super.eltit.cl/products/cola-de-mono-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/57d019f1/973342-SDGZSRG.jpg;7804671160314.jpg
Bebidas y Licores;"=""7804671160345""";Sin Marca;Sour Calafate Berries La Pizka 1Lt;15990;Eltit;https://super.eltit.cl/products/sour-calafate-berries-la-pizca-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1724b9bc/973443-sdgdfg.jpg;7804671160345.jpg
Bebidas y Licores;"=""7804671730005""";Sin Marca;Nectar Natural Calafate 250Ml;2990;Eltit;https://super.eltit.cl/products/nectar-natural-calafate-250ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4553b089/1015203-nectar_calafate_%282%29.JPG;7804671730005.jpg
Bebidas y Licores;"=""7804671730029""";Sin Marca;Néctar Natural Grosella 250Ml;2990;Eltit;https://super.eltit.cl/products/nectar-natural-grosella-250ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aa26e271/1015206-nectar_grosella_%282%29.JPG;7804671730029.jpg
Bebidas y Licores;"=""7804671730043""";Sin Marca;Extracto De Maqui Calafate & Mosqueta 250Ml;7990;Eltit;https://super.eltit.cl/products/extracto-de-maqui-calafate-mosqueta;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0b45f3f2/1015205-extracto_australox_%282%29.JPG;7804671730043.jpg
Despensa;"=""7804671930214""";Sin Marca;Dulce Sin Leche Vilay 400Gr;2990;Eltit;https://super.eltit.cl/products/dulce-sin-leche-vilay-400gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7538a71c/1010438-7804671930214.JPG;7804671930214.jpg
Lácteos y Quesos;"=""7804671930245""";Sin Marca;Bebida Vegetal Almendra Vilay 1Lt;2250;Eltit;https://super.eltit.cl/products/bebida-vegetal-almendra-vilay-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/603ba249/1010764-BEBIDA_VILAY_ALMENDRA.jpg;7804671930245.jpg
Lácteos y Quesos;"=""7804671930252""";Sin Marca;Bebida Almendras Chocolate Vilay 1Lt;2250;Eltit;https://super.eltit.cl/products/beb-vegetal-vilay-1lt-almendra;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d3652747/1005197-7804671930238.JPG;7804671930252.jpg
Lácteos y Quesos;"=""7804671930276""";Sin Marca;Bebida Arroz Original Vilay 1Lt;2250;Eltit;https://super.eltit.cl/products/beb-vegetal-vilay-1lt-arroz;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/bc302881/1005199-7804671930276.JPG;7804671930276.jpg
Lácteos y Quesos;"=""7804671930283""";Sin Marca;Bebida Arroz Chocolate Vilay 1Lt;2250;Eltit;https://super.eltit.cl/products/beb-vegetal-vilay-1lt-arroz-choc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d4e2aabe/1005200-7804671930283.JPG;7804671930283.jpg
Lácteos y Quesos;"=""7804671930290""";Sin Marca;Bebida Vegetal Coco Original Vilay 1Lt;2250;Eltit;https://super.eltit.cl/products/bebida-vegetal-vilay-coco-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/734523ec/1018134-7804671930290.JPG;7804671930290.jpg
