Categoria;EAN;Marca;Producto;Precio;Supermercado;Enlace;Imagen;Archivo_Imagen
Bebidas y Licores;"=""5011013100132""";Sin Marca;Crema Irlandesa Baileys´ 750Cc;19990;Eltit;https://super.eltit.cl/products/baileys-750cc-crema;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/77c88b98/855533-baileys-crema-de-whisky-750cc-original.jpg;5011013100132.jpg
Bebidas y Licores;"=""5011026108026""";Sin Marca;Whisky Tullamore Dew 750Cc;17990;Eltit;https://super.eltit.cl/products/whisky-tullamore-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/822a9549/857712-Whisky-Tullamore-DEW-750-cc.jpg;5011026108026.jpg
Bebidas y Licores;"=""5013967012486""";Sin Marca;Whisky Jura 700Cc;39990;Eltit;https://super.eltit.cl/products/whisky-jura-700cc-10a;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d06b80be/984807-whisky_Jura.JPG;5013967012486.jpg
Despensa;"=""5014176000592""";Sin Marca;Te Earl Grey Akbar 100Gr;2890;Eltit;https://super.eltit.cl/products/te-akbar-hoja-grey-100gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/be2e8c5f/858236-teearlgreyakbar7355.jpg;5014176000592.jpg
Despensa;"=""5014176000783""";Sin Marca;Té Earl Grey Akbar 20 Unidades;2499;Eltit;https://super.eltit.cl/products/te-akbar-english-20u-earl;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a7349a98/1005821-5014176000783.JPG;5014176000783.jpg
Despensa;"=""5014176000806""";Sin Marca;Té English Breakfast Akbar 20 Unidades 40Gr;2299;Eltit;https://super.eltit.cl/products/te-akbar-english-20u-break;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/964e203b/856406-948146.jpg;5014176000806.jpg
Despensa;"=""5014176001001""";Sin Marca;Té Raspberry Akbar 20 Unidades 40Gr;2299;Eltit;https://super.eltit.cl/products/te-akbar-raspberry-20b;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1bfdfb2b/875097-te_akbar.jpg;5014176001001.jpg
Despensa;"=""5014176001261""";Sin Marca;Té Premium Wild Berries Akbar 40 Gramos 20 Unidades;2499;Eltit;https://super.eltit.cl/products/akbar-te-20b-negro-wildberries;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e4acbd40/1005804-5014176001261.JPG;5014176001261.jpg
Despensa;"=""5014176001353""";Sin Marca;Té Ceylon Favourite Akbar 25 Unidades;2499;Eltit;https://super.eltit.cl/products/te-akbar-ceylon-prem-25;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0d39f614/1005822-5014176001353.JPG;5014176001353.jpg
Despensa;"=""5014176001605""";Sin Marca;Té Verde Akbar 20 Unidades 40Gr;2299;Eltit;https://super.eltit.cl/products/te-akbar-green-20u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d13df788/858996-Te-verde-20-bolsitas-caja-40-g.jpg;5014176001605.jpg
Despensa;"=""5014176011116""";Sin Marca;Té Akbar Fruit Fiesta 80Gr;8990;Eltit;https://super.eltit.cl/products/te-akbar-80gr-fruit-fiesta;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/09873b1e/859848-TE-AKBAR-FIESTA.jpg;5014176011116.jpg
Despensa;"=""5014176011192""";Sin Marca;Té Herbal Garden Fresh Rooibos Akbar 25 Unidades;2499;Eltit;https://super.eltit.cl/products/te-de-rooibos-25-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/beea5ed9/1005805-5014176011192.JPG;5014176011192.jpg
Despensa;"=""5014176012793""";Sin Marca;Café Akbar 100Gr;7990;Eltit;https://super.eltit.cl/products/cafe-akbar-100gr__trashed;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/325f252d/1067052-cafe_akbar.JPG;5014176012793.jpg
Bebidas y Licores;"=""5029396000734""";Sin Marca;Ginger Beer Fentimans 200Cc 4 Unidades;7490;Eltit;https://super.eltit.cl/products/ginger-beer-fentimans-200cc-4-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c661b68f/1068239-ginger_beer.JPG;5029396000734.jpg
Bebidas y Licores;"=""5029396002639""";Sin Marca;Premium Indian Fentimans 200Cc 4 Unidades;7490;Eltit;https://super.eltit.cl/products/premium-indian-fentimans-200cc-4-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9a3dc086/1068241-premium_indian.JPG;5029396002639.jpg
Bebidas y Licores;"=""5029396002653""";Sin Marca;Naturally Light Fentimans 200Cc 4 Unidades;7490;Eltit;https://super.eltit.cl/products/naturally-light-fentimans-200cc-4-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/714d6c7a/1068235-naturally_light.JPG;5029396002653.jpg
Bebidas y Licores;"=""5029396002677""";Sin Marca;Rose Lemonade Fentimans 200Cc 4 Unidades;7490;Eltit;https://super.eltit.cl/products/agua-tonica-rose-lemonade-fentimans-200cc-4-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e2418b2f/1068233-rose_lemonade.JPG;5029396002677.jpg
Bebidas y Licores;"=""5029396002912""";Sin Marca;Valencian Orange Fentimans 200Cc 4 Unidades;7490;Eltit;https://super.eltit.cl/products/valencian-orange-fentimans-200cc-4-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9caa0249/1068234-valencian_orange.JPG;5029396002912.jpg
Bebidas y Licores;"=""5032678000148""";Sin Marca;Cóctel Tropical Vk 275Cc;899;Eltit;https://super.eltit.cl/products/coktail-vk-275cc-tropical;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a7b92ae1/859192-71.jpg;5032678000148.jpg
Bebidas y Licores;"=""5032678000179""";Sin Marca;Cóctel Orange Vk 275Cc;899;Eltit;https://super.eltit.cl/products/cocktail-vk-275cc-orange;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e6058a69/859279-72.jpg;5032678000179.jpg
Bebidas y Licores;"=""5032678000186""";Sin Marca;Cóctel Ice Vk 275Cc;899;Eltit;https://super.eltit.cl/products/cocktail-vk-275cc-ice;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/660d627c/855357-ice.jpg;5032678000186.jpg
Bebidas y Licores;"=""5032678000490""";Sin Marca;Cóctel Blue Vk 275Cc;899;Eltit;https://super.eltit.cl/products/cocktail-vk-275cc-blue;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4b3379b7/856624-540-10.0..jpg;5032678000490.jpg
Aseo y Limpieza;"=""5060033820117""";Sin Marca;Limpiador Baño 750 Ml;4750;Eltit;https://super.eltit.cl/products/pink-limpiador-750ml-bano;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a951c90c/980716-5060033820117.jpg;5060033820117.jpg
Aseo y Limpieza;"=""5060033820148""";Sin Marca;Quitamanchas En Polvo Ropa Color 1Kg;10490;Eltit;https://super.eltit.cl/products/pink-quitamanchas-1kg-polvo-colores;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c79f3a1f/980713-5060033820148.jpg;5060033820148.jpg
Aseo y Limpieza;"=""5060033820162""";Sin Marca;Quitamanchas Ropa Blanca The Pink Stuff 1Kg;10490;Eltit;https://super.eltit.cl/products/pink-quitamanchas-1kg-blanc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f091b258/980712-5060033820162.jpg;5060033820162.jpg
Aseo y Limpieza;"=""5060033820186""";Sin Marca;Quitamanchas The Pink Stuff 500Ml;5450;Eltit;https://super.eltit.cl/products/pink-quitamanchas-500ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/259ae1f5/980715-5060033820186.jpg;5060033820186.jpg
Aseo y Limpieza;"=""5060033820681""";Sin Marca;Limpiador Inodoro The Pink Stuff 750Ml;4490;Eltit;https://super.eltit.cl/products/pink-limpiador-750ml-inodoro;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0e4f52c7/980714-5060033820681.jpg;5060033820681.jpg
Aseo y Limpieza;"=""5060033821138""";Sin Marca;Lavalozas The Pink Stuff 500Ml;6490;Eltit;https://super.eltit.cl/products/pink-lavalozas-500ml;https://assets.bolder.run/themes/9519/product-placeholder.png?1744750420;5060033821138.jpg
Aseo y Limpieza;"=""5060033821527""";Sin Marca;Limpiapisos The Pink Stuff 1Lt;5350;Eltit;https://super.eltit.cl/products/pink-limpiapisos-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a313c610/980718-5060033821527.jpg;5060033821527.jpg
Aseo y Limpieza;"=""5060033823453""";Sin Marca;Esponja Dual The Pink Stuff;4490;Eltit;https://super.eltit.cl/products/pink-esponja-dual;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/04d5db6d/980719-5060033823453.jpg;5060033823453.jpg
Aseo y Limpieza;"=""5060033823682""";Sin Marca;Limpiador Multiuso The Pink Stuff 750Ml;4750;Eltit;https://super.eltit.cl/products/pink-limpiador-750ml-multi;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/494c9feb/980721-5060033823682.jpg;5060033823682.jpg
Lácteos y Quesos;"=""50818""";Sin Marca;Queso Laminado Rodda Gauda 1Kg Soprole;9560;Eltit;https://super.eltit.cl/products/queso-lam-rodda-gauda-1kg-soprole;https://assets.bolder.run/themes/9519/product-placeholder.png?1744750420;50818.jpg
Despensa;"=""5206769112090""";Cugat;Duraznos En Mitades Aruna, 420G Neto (250G Drenado);1490;Cugat;https://cugat.cl/producto/duraznos-en-mitades-aruna-420-gr/;https://cugat.cl/wp-content/uploads/2021/09/5206769112090-247x296.png;5206769112090.jpg
Niños y Mundo Bebé;"=""5340900001109""";Sin Marca;Juego Gran Mundo Financiero;5490;Eltit;https://super.eltit.cl/products/juego-mundo-financiero__trashed;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/155edcf6/853785-5340900001109.png;5340900001109.jpg
Snacks y Galletas;"=""5410126006339""";Sin Marca;Galletas Biscoff 124Gr;2199;Eltit;https://super.eltit.cl/products/galletas-biscoff-124gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/67970891/967146-gsfsg.jpg;5410126006339.jpg
Bebidas y Licores;"=""5410228143376""";Sin Marca;Cerveza Stella Artois 660Cc;1290;Eltit;https://super.eltit.cl/products/cerveza-stella-660cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/61d6ae6f/1072228-stella_650cc.JPG;5410228143376.jpg
Snacks y Galletas;"=""5410291019509""";Sin Marca;Crema Avellanas Con Cacao Ambrosella 350Gr;4490;Eltit;https://super.eltit.cl/products/ambrosella-350gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7d0c32ef/858860-000000000000982840-UN-01.jpg;5410291019509.jpg
Congelados;"=""5410376333445""";Cugat;Croquetas De Papas Congeladas Primpom 750 Gr;1990;Cugat;https://cugat.cl/producto/croquetas-de-papas-congeladas-primpon-750-gr/;https://cugat.cl/wp-content/uploads/2021/12/5410376333445-247x296.png;5410376333445.jpg
Congelados;"=""5410376666611""";Cugat;Papas Duquesas Noisettes Primpom 750G;2990;Cugat;https://cugat.cl/producto/bocaditos-de-papas-congeladas-primpon-750-gr/;https://cugat.cl/wp-content/uploads/2021/12/cugat.cl-papas-duquesas-noisettes-primpom-750-grs-247x296.png;5410376666611.jpg
Congelados;"=""5410376699343""";Cugat;Papas Prefritas Cong. Primpom 10 18 Mm 2.5 Kg;5390;Cugat;https://cugat.cl/producto/papas-pre-fritas-congeladas-10-mm-primpon-2-5-kg/;https://cugat.cl/wp-content/uploads/2021/12/5410376699343-oct-1-247x296.png;5410376699343.jpg
Snacks y Galletas;"=""5410471110217""";Sin Marca;Galletas Finas Almendras Jules Destrooper 100Gr;3990;Eltit;https://super.eltit.cl/products/galletas-finas-almendras-jules-destrooper-100gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/dc774d97/1081850-Jules.JPG;5410471110217.jpg
Despensa;"=""5410677110189""";Sin Marca;Sésamo Tahina Alwadi 454Gr;8090;Eltit;https://super.eltit.cl/products/tahina-alwadi-454gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c2179b64/856653-pasta-de-sesamo-tahina-alwadi-454gr.jpg;5410677110189.jpg
Panadería y Repostería;"=""5410687017423""";Sin Marca;Levadura Instantánea Okedo 500Gr;4750;Eltit;https://super.eltit.cl/products/levadura-okedo-500grs-inst;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f4d0c498/855319-5410687017423.png;5410687017423.jpg
Snacks y Galletas;"=""5410976321019""";Sin Marca;Bombones The Original Seashells Guylian 125Gr;7490;Eltit;https://super.eltit.cl/products/choc-guylian-125gr-sea-shells-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e9adc7e6/1084356-The_origial_Guylian_125Gr.JPG;5410976321019.jpg
Snacks y Galletas;"=""5410976326007""";Sin Marca;Bombón Ballotin Gulylian 125Gr;10999;Eltit;https://super.eltit.cl/products/chocolate-bombom-125gr-gulylian-ballotin;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a1263106/857736-http___s3.amazonaws.com_imagenes-sellers-mercado-ripley_2019_05_09134606_Bombones-de-chocolate-Ballotin-Gift-Guylian-125-gr.jpg;5410976326007.jpg
Snacks y Galletas;"=""5410976811022""";Sin Marca;Tableta Milk Sin Azúcar Guylian 100Gr;5980;Eltit;https://super.eltit.cl/products/choc-guylian-leche-s-azucar;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e93a89b9/1084355-Tableta_Milk_Guylian_100Gr.JPG;5410976811022.jpg
Snacks y Galletas;"=""5410976821021""";Sin Marca;Chocolate Guylian Sin Azúcar 100Gr;5980;Eltit;https://super.eltit.cl/products/choc-guylian-amar-s-azucar-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/42e5c6a9/927114-guly.JPG;5410976821021.jpg
Snacks y Galletas;"=""5410976823018""";Sin Marca;Tableta Raspberry 72% Cacao Guylian 100Gr;4990;Eltit;https://super.eltit.cl/products/tableta-raspberry-72-cacao-guylian-100gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e5cb5257/1084353-Tableta_Raspberry_Guylian_100Gr.JPG;5410976823018.jpg
Snacks y Galletas;"=""5413121350056""";Sin Marca;Chocolate Seashells Belgian 65Gr;2250;Eltit;https://super.eltit.cl/products/belgian-65gr-seashells;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/116f6d18/1084406-seah.JPG;5413121350056.jpg
Snacks y Galletas;"=""5413121351602""";Sin Marca;Chocolate Hearts Belgian 65Gr;2250;Eltit;https://super.eltit.cl/products/belgian-65gr-hearts;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4376b520/1010933-5413121351602.JPG;5413121351602.jpg
Snacks y Galletas;"=""5413121355105""";Sin Marca;Chocolate De Leche The Belgian 100Gr;2990;Eltit;https://super.eltit.cl/products/belgian-tableta-100gr-leche-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/02022723/940651-choco_belgiam_.jpg;5413121355105.jpg
Snacks y Galletas;"=""5413121360666""";Sin Marca;Dark Chocolate Seashells Belgian 60Gr;2250;Eltit;https://super.eltit.cl/products/belgian-60gr-seashells-dark;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cfc80478/1084403-Dark.JPG;5413121360666.jpg
Snacks y Galletas;"=""5413121371907""";Sin Marca;Chocolate Vainilla Belgian 65Gr;1990;Eltit;https://super.eltit.cl/products/chocolate-belgian-65gr-vainilla-2;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1d56fbc1/980791-5413121393442.jpg;5413121371907.jpg
Snacks y Galletas;"=""5413121371914""";Sin Marca;Chocolate Caramelo Belgian 65Gr;1990;Eltit;https://super.eltit.cl/products/chocolate-belgian-65gr-caramelo-2;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2ba01728/980792-5413121393459.jpg;5413121371914.jpg
Despensa;"=""54881004312""";Sin Marca;Té Strawberry Sensation 10 Unidades;1990;Eltit;https://super.eltit.cl/products/te-strawberry-sensation-10-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/eff6f1b1/968492-gesgfawdd.jpg;54881004312.jpg
Despensa;"=""54881006996""";Sin Marca;Té Ahmad Peach&Passion 20 Unidades;3990;Eltit;https://super.eltit.cl/products/te-ahmad-20u-peach-passion;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d3e6394c/855941-6c1cdb5755b31c36f3f46970420f2961.jpg;54881006996.jpg
Decohogar;"=""5609000028158""";Sin Marca;Frasco Conservero 350Ml;599;Eltit;https://super.eltit.cl/products/frasco-conservero-400ml-cuadrado;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/58e687eb/958847-fjdjfkbjf.jpg;5609000028158.jpg
Aseo y Limpieza;"=""5609000030571""";Sin Marca;Detergente Matic En Polvo Sur 1Kg;1990;Eltit;https://super.eltit.cl/products/detergente-sur-matic-1-kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f449eb98/856281-Detergente-Sur-Matic-1Kg-5609000030571.png;5609000030571.jpg
Aseo y Limpieza;"=""5609000030588""";Sin Marca;Bolsa Basura Pequeña Eltit 50X70Cm 10 Unidades;599;Eltit;https://super.eltit.cl/products/bolsa-para-basura-eltit-chica-50x70cm;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4730ac30/859455-WhatsApp-Image-2021-08-28-at-10.29.01.jpg;5609000030588.jpg
Aseo y Limpieza;"=""5609000030595""";Sin Marca;Bolsa Basura Mediana Eltit 70X90Cm 10 Unidades;999;Eltit;https://super.eltit.cl/products/bolsa-para-basura-eltit-mediana-70x90-cm;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e82065ce/857429-Bolsa-para-Basura-Mediana-70x90cm-5609000030595-scaled.jpg;5609000030595.jpg
Aseo y Limpieza;"=""5609000030601""";Sin Marca;Bolsa De Basura Grande Eltit 80X110Cm 10 Unidades;1499;Eltit;https://super.eltit.cl/products/bolsa-para-basura-eltit-grande-80x110-cm;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/01053862/855374-Bolsa-para-Basura-Grande-80x110cm-5609000030601-scaled.jpg;5609000030601.jpg
Aseo y Limpieza;"=""5609000038232""";Sin Marca;Detergente En Polvo Matic Sur 2.7Kg;4990;Eltit;https://super.eltit.cl/products/det-sur-matic-2-7kg-bolsa;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4ceecc5c/855760-5609000038232.png;5609000038232.jpg
Niños y Mundo Bebé;"=""5609000039628""";Sin Marca;Toallitas Húmedas 80 Unidades;1199;Eltit;https://super.eltit.cl/products/toallitas-humedas-80-unidades-et4772;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8f8e96bf/887634-toallitas_humedas_2.jpg;5609000039628.jpg
Cuidado Personal;"=""5609000040471""";Sin Marca;Prestobarba 3 Sharper Blades Pearlmax;3980;Eltit;https://super.eltit.cl/products/maquina-afeitar-et5139;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/04b8dfbb/856873-maquina-de-afeitar-ET5139-scaled-1.jpg;5609000040471.jpg
Cuidado Personal;"=""5609000040488""";Sin Marca;Repuesto Prestobarba 3 Shap Blades Pearlmax;6990;Eltit;https://super.eltit.cl/products/repuesto-maquina-afeitar-et5140;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a7c46443/853894-cabezal.png;5609000040488.jpg
Despensa;"=""5609000041263""";Sin Marca;Frasco Conservero 150Ml;440;Eltit;https://super.eltit.cl/products/frasco-conservero-150ml-gb150-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a34aa688/992518-frasco_conservero_150ml.JPG;5609000041263.jpg
Congelados y Helados;"=""5609000042031""";Sin Marca;Pulpa De Arándanos Minuto Verde 1Kg;6990;Eltit;https://super.eltit.cl/products/pulpa-de-arandanos-minuto-verde-1kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fc038721/888325-Pulpa_Arandanos_.jpg;5609000042031.jpg
Aseo y Limpieza;"=""5609000042567""";Sin Marca;Detergente En Polvo Matic Sur 8Kg;12990;Eltit;https://super.eltit.cl/products/det-sur-matic-8kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/54259d96/856391-5609000042567-1.jpg;5609000042567.jpg
Decohogar;"=""5609000044820""";Sin Marca;Frasco Conservero 500 Ml;660;Eltit;https://super.eltit.cl/products/frasco-conservero-500ml-gb500;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aafe9edc/880580-frasco_500_ml.jpg;5609000044820.jpg
Aseo y Limpieza;"=""5609000046312""";Sin Marca;Vela 18Cm Oclock 4 Unidades;790;Eltit;https://super.eltit.cl/products/vela-cdl18-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/718e2ea7/910490-velas_18_cms.JPG;5609000046312.jpg
Aseo y Limpieza;"=""5609000046329""";Sin Marca;Vela 20Cm Oclock 4 Unidades;1190;Eltit;https://super.eltit.cl/products/vela-cdl20-setx4unidades-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ad03c885/910491-velas_20_cms.JPG;5609000046329.jpg
Aseo y Limpieza;"=""5609000046336""";Sin Marca;Vela Oclock Set 4 Unidades;1599;Eltit;https://super.eltit.cl/products/vela-cdl23-setx4unidades-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/111a2b53/910489-velas_23_cms.JPG;5609000046336.jpg
Aseo y Limpieza;"=""5609000048392""";Sin Marca;Papel Aluminio O´Clock 5Mt;799;Eltit;https://super.eltit.cl/products/papel-aluminio-n026-oclock;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a6e7c1a9/858120-PAPEL-ALUMINIO-N026-OCLOCK.jpg;5609000048392.jpg
Aseo y Limpieza;"=""5609000048408""";Sin Marca;Papel Alusa O´Clock 20Mt;899;Eltit;https://super.eltit.cl/products/papel-alusa-n028-oclock;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/63025054/856498-ENVOLTURA-PLASTICO.jpg;5609000048408.jpg
Bazar y Librería;"=""5609000051088""";Sin Marca;Vaso Rojo 16Oz 6Unid;1499;Eltit;https://super.eltit.cl/products/vaso-rojo-16oz-6unid;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4eebe0b0/1014383-vaso_rojo.JPG;5609000051088.jpg
Niños y Mundo Bebé;"=""5609000054072""";Sin Marca;Set Poker Texas Holdem;12980;Eltit;https://super.eltit.cl/products/set-poker-et4592c;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3fb0ea3d/853823-81O1nSsBUaL._AC_SX425_.jpg;5609000054072.jpg
Decohogar;"=""5609006442125""";Sin Marca;Frasco Conservero 1 Litro;980;Eltit;https://super.eltit.cl/products/frasco-gb1000-conservero;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ddf08b42/880579-FRASCO_CONSERVERO_1000CC.jpg;5609006442125.jpg
Bazar y Librería;"=""5609007721465""";Sin Marca;Linterna Led Halloween Calabaza;1490;Eltit;https://super.eltit.cl/products/linterna-led-halloween-calabaza;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/6428136a/888520-lampara.jpg;5609007721465.jpg
Bazar y Librería;"=""5609007724350""";Sin Marca;Pino Navidad 90Cm;3300;Eltit;https://super.eltit.cl/products/pino-navidad-90cm-70t-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a2020616/903407-5609007724350.jpg;5609007724350.jpg
Bazar y Librería;"=""5609007724367""";Sin Marca;Pino Navidad 120Cm;6600;Eltit;https://super.eltit.cl/products/pino-navidad-120cm-200t-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/974f04d4/903410-5609007724367.jpg;5609007724367.jpg
Bazar y Librería;"=""5609007724374""";Sin Marca;Pino Navidad 150Cm;9980;Eltit;https://super.eltit.cl/products/pino-navidad-150cm-250t-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/70ef6be0/903411-5609007724374.jpg;5609007724374.jpg
Bazar y Librería;"=""5609007724381""";Sin Marca;Pino Navidad 180Cm;19990;Eltit;https://super.eltit.cl/products/pino-navidad-180cm-400t-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/414691b5/903413-5609007724381.jpg;5609007724381.jpg
Bazar y Librería;"=""5609007724411""";Sin Marca;Adorno Esferas Navideñas Colores Diseño Pequeñas 12 Unidades;2990;Eltit;https://super.eltit.cl/products/adorno-esferas-navidenas-colores-diseno-12-unidades-2;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/45c23715/911436-5609007724411.jpg;5609007724411.jpg
Bazar y Librería;"=""5609007724619""";Sin Marca;Cintillo De Reno Navidad;1490;Eltit;https://super.eltit.cl/products/nav-cintillo-forma-de-reno-navidad-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c67c2c30/903419-5609007724619.jpg;5609007724619.jpg
Niños y Mundo Bebé;"=""5609007731013""";Sin Marca;Juego De Cocina Infantil Kitchen Diy Little Chef 20 Piezas;4980;Eltit;https://super.eltit.cl/products/jug-cosmetiquero-juguete-20pcs-et202885;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a9e76b0f/1007483-5609007731013.JPG;5609007731013.jpg
Bazar y Librería;"=""5609007735394""";Sin Marca;Rosa Artificial 50Cm;500;Eltit;https://super.eltit.cl/products/rosa-50cm-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/faec12f7/996075-ssss.jpg;5609007735394.jpg
